2,-1886807351
2,-1868574320
2,-1868572363
2,-1868572254
2,-1852741673
2,-1852315323
2,-1838050644
2,-1832974209
2,-1810478947
2,-1794275306
2,-1787897229
2,-1777544246
2,-1766256817
2,-1766255525
2,-1741376881
2,-1736067707
2,-1724551306
2,-1713327239
2,-1713326303
2,-1713326197
2,-1713325223
2,-1713323329
2,-1713323131
2,-1680662764
2,-1670009503
2,-1669390565
2,-1669389498
2,-1668736124
2,-1665194817
2,-1645960635
2,-1645959767
2,-1632128461
2,-1606576997
2,-1598264382
2,-1598263238
2,-1595800761
2,-1595800340
2,-1595799663
2,-1584910206
2,-1584908572
2,-1491363481
2,-1491361790
2,-1476486131
2,-1457556036
2,-1451011815
2,-1446013505
2,-1446011374
2,-1430189597
2,-1430189231
2,-1430187783
2,-1430187584
2,-1428216323
2,-1396241593
2,-1382212427
2,-1382088609
2,-1380019962
2,-1376876534
2,-1372079189
2,-1363820636
2,-1335648427
2,-1316232756
2,-1310636759
2,-1307695250
2,-1307694969
2,-1293396864
2,-1290628334
2,-1277247188
2,-1267013764
2,-1259975726
2,-1253503705
2,-1235879024
2,-1201560845
2,-1186112154
2,-1186111972
2,-1178146115
2,-1172919245
2,-1172917425
2,-1161251733
2,-1134479970
2,-1116382923
2,-1115074125
2,-1086713879
2,-1080652611
2,-1064557863
2,-1062944119
2,-1040392952
2,-1035811435
2,-1029608609
2,-1022677867
2,-1022676223
2,-1020846570
2,-1020845042
2,-1012690963
2,-1009158518
2,-999130714
2,-992245489
2,-982548174
2,-982533317
2,-930096328
2,-924868191
2,-924520574
2,-904656535
2,-904656349
2,-895068543
2,-878494501
2,-853461417
2,-853460948
2,-853290386
2,-846703831
2,-812928528
2,-796373461
2,-782708905
2,-781179886
2,-774425185
2,-748450234
2,-739572897
2,-729091368
2,-726752015
2,-726479811
2,-726479204
2,-726057639
2,-723911532
2,-711933498
2,-703232291
2,-689510849
2,-684388199
2,-678632316
2,-678631842
2,-668149227
2,-668148572
2,-624771695
2,-624662145
2,-624069426
2,-601315593
2,-588680256
2,-588236261
2,-582289455
2,-574168868
2,-560346509
2,-560346175
2,-554979214
2,-550436349
2,-550436197
2,-549937517
2,-540497261
2,-532984435
2,-532983865
2,-518719957
2,-514464524
2,-492997397
2,-492343470
2,-477893039
2,-472675988
2,-460979105
2,-433033758
2,-429185126
2,-419421049
2,-419419223
2,-384249706
2,-382069049
2,-379952881
2,-373137210
2,-371432990
2,-369243171
2,-369241079
2,-352512781
2,-352512290
2,-351224216
2,-338768273
2,-326554361
2,-321587435
2,-305458724
2,-297414222
2,-297099713
2,-285872909
2,-277405748
2,-274574888
2,-242251337
2,-240594317
2,-240114849
2,-209954749
2,-189578763
2,-179979176
2,-179978601
2,-179359885
2,-140800652
2,-137461253
2,-110793275
2,-97143561
2,-84326228
2,-63360408
2,-23325698
2,-19959674
2,-19943927
2,-11167634
2,2604132
2,18258484
2,27910899
2,34834642
2,35802281
2,44241240
2,49305042
2,49305852
2,53271065
2,88627272
2,93057356
2,93418462
2,120977105
2,135615258
2,137052890
2,139508450
2,144637263
2,157820990
2,179009233
2,184004719
2,186500352
2,222386065
2,222386239
2,222526796
2,244007079
2,252020310
2,253264396
2,263297686
2,270286317
2,283469330
2,290025636
2,295895409
2,295895582
2,302552616
2,329351743
2,350582267
2,373061277
2,380606474
2,383127839
2,383128105
2,393534319
2,398541591
2,411894463
2,421669780
2,432645797
2,439459724
2,461149765
2,472678400
2,497458527
2,503709451
2,507324460
2,531139583
2,554980117
2,557288016
2,560086564
2,573160891
2,594847413
2,594847993
2,594848206
2,594849511
2,601263516
2,611498842
2,638442087
2,662284551
2,676019664
2,680461890
2,718241650
2,724468563
2,724979609
2,725910405
2,736385688
2,741083616
2,763949201
2,776716170
2,788259817
2,800626149
2,800626318
2,856161718
2,856161981
2,861108204
2,871209052
2,875798463
2,880522211
2,884166469
2,890558147
2,907485816
2,912910340
2,914653806
2,925931945
2,945077728
2,948152749
2,952905966
2,954225798
2,969413317
2,973868037
2,973868206
2,983124814
2,991627908
2,991628379
2,992961837
2,1009408590
2,1021191181
2,1021958561
2,1034774171
2,1045791835
2,1047800568
2,1047802470
